INPUT_TABLE,,,
LD,resid urban,2010,0.78083
MH,resid urban,2010,0.45231
ML,resid urban,2010,0.20075
MN,resid urban,2010,0.30206
MP,resid urban,2010,0.2763
MZ,resid urban,2010,0.5151
NL,resid urban,2010,0.28968
OD,resid urban,2010,0.16678
PB,resid urban,2010,0.37494
PC,resid urban,2010,0.68312
RJ,resid urban,2010,0.24891
SK,resid urban,2010,0.24968
TN,resid urban,2010,0.48448
TR,resid urban,2010,0.26177
TS,resid urban,2010,0.38878
UK,resid urban,2010,0.30555
UP,resid urban,2010,0.22282
WB,resid urban,2010,0.31894
AN,resid urban,2015,0.36774
AP,resid urban,2015,0.32062
AR,resid urban,2015,0.24126
AS,resid urban,2015,0.15143
BR,resid urban,2015,0.11617
CG,resid urban,2015,0.24576
CH,resid urban,2015,0.97306
DD,resid urban,2015,0.76822
DL,resid urban,2015,0.97684
DN,resid urban,2015,0.49755
GA,resid urban,2015,0.65115
GJ,resid urban,2015,0.44946
HP,resid urban,2015,0.10759
HR,resid urban,2015,0.36878
JH,resid urban,2015,0.2629
JK,resid urban,2015,0.28705
KA,resid urban,2015,0.40828
KL,resid urban,2015,0.51585
LA,resid urban,2015,0.35455
LD,resid urban,2015,0.78904
MH,resid urban,2015,0.47896
ML,resid urban,2015,0.20592
MN,resid urban,2015,0.32884
MP,resid urban,2015,0.28992
MZ,resid urban,2015,0.54243
NL,resid urban,2015,0.31075
OD,resid urban,2015,0.1808
PB,resid urban,2015,0.39587
PC,resid urban,2015,0.70358
RJ,resid urban,2015,0.26174
SK,resid urban,2015,0.2427
TN,resid urban,2015,0.50756
TR,resid urban,2015,0.28845
TS,resid urban,2015,0.40592
UK,resid urban,2015,0.32694
UP,resid urban,2015,0.2323
WB,resid urban,2015,0.34118
AN,resid urban,2020,0.37909
AP,resid urban,2020,0.34622
AR,resid urban,2020,0.25676
AS,resid urban,2020,0.16286
BR,resid urban,2020,0.11943
CG,resid urban,2020,0.25984
CH,resid urban,2020,0.97362
DD,resid urban,2020,0.78516
DL,resid urban,2020,0.97871
DN,resid urban,2020,0.53104
GA,resid urban,2020,0.68196
GJ,resid urban,2020,0.4744
HP,resid urban,2020,0.11524
HR,resid urban,2020,0.39085
JH,resid urban,2020,0.28736
JK,resid urban,2020,0.30371
KA,resid urban,2020,0.43218
KL,resid urban,2020,0.55765
LA,resid urban,2020,0.36741
LD,resid urban,2020,0.79734
MH,resid urban,2020,0.50717
ML,resid urban,2020,0.21122
MN,resid urban,2020,0.358
MP,resid urban,2020,0.30421
MZ,resid urban,2020,0.57122
NL,resid urban,2020,0.33335
OD,resid urban,2020,0.19598
PB,resid urban,2020,0.41797
PC,resid urban,2020,0.72465
RJ,resid urban,2020,0.27522
SK,resid urban,2020,0.23591
TN,resid urban,2020,0.53173
TR,resid urban,2020,0.31785
TS,resid urban,2020,0.42381
UK,resid urban,2020,0.34983
UP,resid urban,2020,0.24219
WB,resid urban,2020,0.36498
AN,resid urban,2025,0.3908
AP,resid urban,2025,0.37387
AR,resid urban,2025,0.27325
AS,resid urban,2025,0.17515
BR,resid urban,2025,0.12278
CG,resid urban,2025,0.27473
CH,resid urban,2025,0.97418
DD,resid urban,2025,0.80249
DL,resid urban,2025,0.98058
DN,resid urban,2025,0.56679
GA,resid urban,2025,0.71424
GJ,resid urban,2025,0.50073
HP,resid urban,2025,0.12343
HR,resid urban,2025,0.41425
JH,resid urban,2025,0.31409
JK,resid urban,2025,0.32133
KA,resid urban,2025,0.45748
KL,resid urban,2025,0.60284
LA,resid urban,2025,0.38074
LD,resid urban,2025,0.80573
MH,resid urban,2025,0.53705
ML,resid urban,2025,0.21665
MN,resid urban,2025,0.38974
MP,resid urban,2025,0.3192
MZ,resid urban,2025,0.60153
NL,resid urban,2025,0.3576
OD,resid urban,2025,0.21245
PB,resid urban,2025,0.4413
PC,resid urban,2025,0.74635
RJ,resid urban,2025,0.28939
SK,resid urban,2025,0.22931
TN,resid urban,2025,0.55706
TR,resid urban,2025,0.35024
TS,resid urban,2025,0.44249
UK,resid urban,2025,0.37431
UP,resid urban,2025,0.2525
WB,resid urban,2025,0.39044
AN,resid urban,2030,0.40287
AP,resid urban,2030,0.40373
AR,resid urban,2030,0.29079
AS,resid urban,2030,0.18837
BR,resid urban,2030,0.12622
CG,resid urban,2030,0.29047
CH,resid urban,2030,0.97475
DD,resid urban,2030,0.82019
DL,resid urban,2030,0.98246
DN,resid urban,2030,0.60493
GA,resid urban,2030,0.74803
GJ,resid urban,2030,0.52853
HP,resid urban,2030,0.1322
HR,resid urban,2030,0.43905
JH,resid urban,2030,0.34331
JK,resid urban,2030,0.33997
KA,resid urban,2030,0.48426
KL,resid urban,2030,0.65169
LA,resid urban,2030,0.39455
LD,resid urban,2030,0.8142
MH,resid urban,2030,0.56868
ML,resid urban,2030,0.22223
MN,resid urban,2030,0.4243
MP,resid urban,2030,0.33493
MZ,resid urban,2030,0.63345
NL,resid urban,2030,0.38361
OD,resid urban,2030,0.2303
PB,resid urban,2030,0.46593
PC,resid urban,2030,0.7687
RJ,resid urban,2030,0.3043
SK,resid urban,2030,0.2229
TN,resid urban,2030,0.5836
TR,resid urban,2030,0.38594
TS,resid urban,2030,0.462
UK,resid urban,2030,0.40052
UP,resid urban,2030,0.26324
WB,resid urban,2030,0.41768
AN,resid urban,2035,0.41532
AP,resid urban,2035,0.43598
AR,resid urban,2035,0.30947
AS,resid urban,2035,0.20258
BR,resid urban,2035,0.12977
CG,resid urban,2035,0.30712
CH,resid urban,2035,0.97531
DD,resid urban,2035,0.83828
DL,resid urban,2035,0.98434
DN,resid urban,2035,0.64565
GA,resid urban,2035,0.78343
GJ,resid urban,2035,0.55786
HP,resid urban,2035,0.1416
HR,resid urban,2035,0.46533
JH,resid urban,2035,0.37524
JK,resid urban,2035,0.35969
KA,resid urban,2035,0.51261
KL,resid urban,2035,0.70449
LA,resid urban,2035,0.40887
LD,resid urban,2035,0.82276
MH,resid urban,2035,0.60219
ML,resid urban,2035,0.22795
MN,resid urban,2035,0.46192
MP,resid urban,2035,0.35144
MZ,resid urban,2035,0.66707
NL,resid urban,2035,0.41151
OD,resid urban,2035,0.24965
PB,resid urban,2035,0.49194
PC,resid urban,2035,0.79172
RJ,resid urban,2035,0.31997
SK,resid urban,2035,0.21667
TN,resid urban,2035,0.6114
TR,resid urban,2035,0.42527
TS,resid urban,2035,0.48236
UK,resid urban,2035,0.42855
UP,resid urban,2035,0.27445
WB,resid urban,2035,0.44682
AN,resid urban,2040,0.42814
AP,resid urban,2040,0.4708
AR,resid urban,2040,0.32934
AS,resid urban,2040,0.21787
BR,resid urban,2040,0.13341
CG,resid urban,2040,0.32472
CH,resid urban,2040,0.97587
DD,resid urban,2040,0.85678
DL,resid urban,2040,0.98622
DN,resid urban,2040,0.68911
GA,resid urban,2040,0.82051
GJ,resid urban,2040,0.58882
HP,resid urban,2040,0.15167
HR,resid urban,2040,0.49319
JH,resid urban,2040,0.41015
JK,resid urban,2040,0.38056
KA,resid urban,2040,0.54261
KL,resid urban,2040,0.76158
LA,resid urban,2040,0.4237
LD,resid urban,2040,0.83142
MH,resid urban,2040,0.63766
ML,resid urban,2040,0.23381
MN,resid urban,2040,0.50287
MP,resid urban,2040,0.36876
MZ,resid urban,2040,0.70247
NL,resid urban,2040,0.44145
OD,resid urban,2040,0.27062
PB,resid urban,2040,0.5194
PC,resid urban,2040,0.81543
RJ,resid urban,2040,0.33645
SK,resid urban,2040,0.21061
TN,resid urban,2040,0.64052
TR,resid urban,2040,0.46861
TS,resid urban,2040,0.50362
UK,resid urban,2040,0.45855
UP,resid urban,2040,0.28613
WB,resid urban,2040,0.47799
AN,resid urban,2045,0.44137
AP,resid urban,2045,0.5084
AR,resid urban,2045,0.35049
AS,resid urban,2045,0.23432
BR,resid urban,2045,0.13715
CG,resid urban,2045,0.34333
CH,resid urban,2045,0.97644
DD,resid urban,2045,0.87568
DL,resid urban,2045,0.98811
DN,resid urban,2045,0.73549
GA,resid urban,2045,0.85933
GJ,resid urban,2045,0.62151
HP,resid urban,2045,0.16245
HR,resid urban,2045,0.52271
JH,resid urban,2045,0.4483
JK,resid urban,2045,0.40264
KA,resid urban,2045,0.57438
KL,resid urban,2045,0.82329
LA,resid urban,2045,0.43907
LD,resid urban,2045,0.84016
MH,resid urban,2045,0.67522
ML,resid urban,2045,0.23983
MN,resid urban,2045,0.54746
MP,resid urban,2045,0.38693
MZ,resid urban,2045,0.73974
NL,resid urban,2045,0.47356
OD,resid urban,2045,0.29335
PB,resid urban,2045,0.54839
PC,resid urban,2045,0.83985
RJ,resid urban,2045,0.35378
SK,resid urban,2045,0.20472
TN,resid urban,2045,0.67103
TR,resid urban,2045,0.51637
TS,resid urban,2045,0.52582
UK,resid urban,2045,0.49065
UP,resid urban,2045,0.2983
WB,resid urban,2045,0.51133
AN,resid urban,2050,0.455
AP,resid urban,2050,0.549
AR,resid urban,2050,0.373
AS,resid urban,2050,0.252
BR,resid urban,2050,0.141
CG,resid urban,2050,0.363
CH,resid urban,2050,0.977
DD,resid urban,2050,0.895
DL,resid urban,2050,0.99
DN,resid urban,2050,0.785
GA,resid urban,2050,0.9
GJ,resid urban,2050,0.656
HP,resid urban,2050,0.174
HR,resid urban,2050,0.554
JH,resid urban,2050,0.49
JK,resid urban,2050,0.426
KA,resid urban,2050,0.608
KL,resid urban,2050,0.89
LA,resid urban,2050,0.455
LD,resid urban,2050,0.849
MH,resid urban,2050,0.715
ML,resid urban,2050,0.246
MN,resid urban,2050,0.596
MP,resid urban,2050,0.406
MZ,resid urban,2050,0.779
NL,resid urban,2050,0.508
OD,resid urban,2050,0.318
PB,resid urban,2050,0.579
PC,resid urban,2050,0.865
RJ,resid urban,2050,0.372
SK,resid urban,2050,0.199
TN,resid urban,2050,0.703
TR,resid urban,2050,0.569
TS,resid urban,2050,0.549
UK,resid urban,2050,0.525
UP,resid urban,2050,0.311
WB,resid urban,2050,0.547
AN,resid urban,2055,0.45734
AP,resid urban,2055,0.55748
AR,resid urban,2055,0.37799
AS,resid urban,2055,0.25694
BR,resid urban,2055,0.14243
CG,resid urban,2055,0.36937
CH,resid urban,2055,0.97809
DD,resid urban,2055,0.90195
DL,resid urban,2055,0.9903
DN,resid urban,2055,0.79429
GA,resid urban,2055,0.90497
GJ,resid urban,2055,0.66616
HP,resid urban,2055,0.17662
HR,resid urban,2055,0.56214
JH,resid urban,2055,0.50151
JK,resid urban,2055,0.43365
KA,resid urban,2055,0.61768
KL,resid urban,2055,0.89797
LA,resid urban,2055,0.45734
LD,resid urban,2055,0.85156
MH,resid urban,2055,0.72618
ML,resid urban,2055,0.24765
MN,resid urban,2055,0.60912
MP,resid urban,2055,0.41277
MZ,resid urban,2055,0.78784
NL,resid urban,2055,0.51889
OD,resid urban,2055,0.32439
PB,resid urban,2055,0.58716
PC,resid urban,2055,0.87157
RJ,resid urban,2055,0.37769
SK,resid urban,2055,0.19745
TN,resid urban,2055,0.7125
TR,resid urban,2055,0.58008
TS,resid urban,2055,0.55748
UK,resid urban,2055,0.53398
UP,resid urban,2055,0.31558
WB,resid urban,2055,0.55531
AN,resid urban,2060,0.4597
AP,resid urban,2060,0.5661
AR,resid urban,2060,0.38304
AS,resid urban,2060,0.26198
BR,resid urban,2060,0.14388
CG,resid urban,2060,0.37586
CH,resid urban,2060,0.97919
DD,resid urban,2060,0.90896
DL,resid urban,2060,0.9906
DN,resid urban,2060,0.80369
GA,resid urban,2060,0.90998
GJ,resid urban,2060,0.67648
HP,resid urban,2060,0.17927
HR,resid urban,2060,0.5704
JH,resid urban,2060,0.51328
JK,resid urban,2060,0.44144
KA,resid urban,2060,0.62751
KL,resid urban,2060,0.90601
LA,resid urban,2060,0.4597
LD,resid urban,2060,0.85414
MH,resid urban,2060,0.73753
ML,resid urban,2060,0.24931
MN,resid urban,2060,0.62253
MP,resid urban,2060,0.41965
MZ,resid urban,2060,0.79677
NL,resid urban,2060,0.53001
OD,resid urban,2060,0.33091
PB,resid urban,2060,0.59544
PC,resid urban,2060,0.87819
RJ,resid urban,2060,0.38347
SK,resid urban,2060,0.19591
TN,resid urban,2060,0.72213
TR,resid urban,2060,0.59137
TS,resid urban,2060,0.5661
UK,resid urban,2060,0.54311
UP,resid urban,2060,0.32024
WB,resid urban,2060,0.56374
AN,resid urban,2065,0.46207
AP,resid urban,2065,0.57485
AR,resid urban,2065,0.38817
AS,resid urban,2065,0.26711
BR,resid urban,2065,0.14534
CG,resid urban,2065,0.38245
CH,resid urban,2065,0.98029
DD,resid urban,2065,0.91602
DL,resid urban,2065,0.9909
DN,resid urban,2065,0.8132
GA,resid urban,2065,0.91501
GJ,resid urban,2065,0.68696
HP,resid urban,2065,0.18197
HR,resid urban,2065,0.57878
JH,resid urban,2065,0.52533
JK,resid urban,2065,0.44937
KA,resid urban,2065,0.63749
KL,resid urban,2065,0.91413
LA,resid urban,2065,0.46207
LD,resid urban,2065,0.85672
MH,resid urban,2065,0.74907
ML,resid urban,2065,0.25098
MN,resid urban,2065,0.63624
MP,resid urban,2065,0.42665
MZ,resid urban,2065,0.80581
NL,resid urban,2065,0.54137
OD,resid urban,2065,0.33756
PB,resid urban,2065,0.60383
PC,resid urban,2065,0.88486
RJ,resid urban,2065,0.38934
SK,resid urban,2065,0.19438
TN,resid urban,2065,0.73189
TR,resid urban,2065,0.60288
TS,resid urban,2065,0.57485
UK,resid urban,2065,0.55239
UP,resid urban,2065,0.32495
WB,resid urban,2065,0.57231
AN,resid urban,2070,0.46445
AP,resid urban,2070,0.58373
AR,resid urban,2070,0.39336
AS,resid urban,2070,0.27235
BR,resid urban,2070,0.14682
CG,resid urban,2070,0.38917
CH,resid urban,2070,0.98139
DD,resid urban,2070,0.92313
DL,resid urban,2070,0.9912
DN,resid urban,2070,0.82282
GA,resid urban,2070,0.92006
GJ,resid urban,2070,0.6976
HP,resid urban,2070,0.1847
HR,resid urban,2070,0.58729
JH,resid urban,2070,0.53767
JK,resid urban,2070,0.45744
KA,resid urban,2070,0.64764
KL,resid urban,2070,0.92231
LA,resid urban,2070,0.46445
LD,resid urban,2070,0.85931
MH,resid urban,2070,0.76078
ML,resid urban,2070,0.25266
MN,resid urban,2070,0.65024
MP,resid urban,2070,0.43376
MZ,resid urban,2070,0.81495
NL,resid urban,2070,0.55297
OD,resid urban,2070,0.34434
PB,resid urban,2070,0.61235
PC,resid urban,2070,0.89158
RJ,resid urban,2070,0.39529
SK,resid urban,2070,0.19286
TN,resid urban,2070,0.74178
TR,resid urban,2070,0.61462
TS,resid urban,2070,0.58373
UK,resid urban,2070,0.56184
UP,resid urban,2070,0.32974
WB,resid urban,2070,0.581
AN,resid urban,2075,0.46685
AP,resid urban,2075,0.59276
AR,resid urban,2075,0.39862
AS,resid urban,2075,0.27769
BR,resid urban,2075,0.14831
CG,resid urban,2075,0.396
CH,resid urban,2075,0.98248
DD,resid urban,2075,0.9303
DL,resid urban,2075,0.9915
DN,resid urban,2075,0.83256
GA,resid urban,2075,0.92515
GJ,resid urban,2075,0.70841
HP,resid urban,2075,0.18748
HR,resid urban,2075,0.59591
JH,resid urban,2075,0.55029
JK,resid urban,2075,0.46565
KA,resid urban,2075,0.65795
KL,resid urban,2075,0.93058
LA,resid urban,2075,0.46685
LD,resid urban,2075,0.8619
MH,resid urban,2075,0.77267
ML,resid urban,2075,0.25436
MN,resid urban,2075,0.66456
MP,resid urban,2075,0.44099
MZ,resid urban,2075,0.82419
NL,resid urban,2075,0.56482
OD,resid urban,2075,0.35126
PB,resid urban,2075,0.62098
PC,resid urban,2075,0.89836
RJ,resid urban,2075,0.40134
SK,resid urban,2075,0.19135
TN,resid urban,2075,0.75181
TR,resid urban,2075,0.62659
TS,resid urban,2075,0.59276
UK,resid urban,2075,0.57145
UP,resid urban,2075,0.3346
WB,resid urban,2075,0.58982
AN,resid urban,2080,0.46925
AP,resid urban,2080,0.60192
AR,resid urban,2080,0.40395
AS,resid urban,2080,0.28313
BR,resid urban,2080,0.14982
CG,resid urban,2080,0.40295
CH,resid urban,2080,0.98359
DD,resid urban,2080,0.93753
DL,resid urban,2080,0.9918
DN,resid urban,2080,0.84241
GA,resid urban,2080,0.93026
GJ,resid urban,2080,0.71938
HP,resid urban,2080,0.1903
HR,resid urban,2080,0.60467
JH,resid urban,2080,0.56321
JK,resid urban,2080,0.47402
KA,resid urban,2080,0.66842
KL,resid urban,2080,0.93891
LA,resid urban,2080,0.46925
LD,resid urban,2080,0.86451
MH,resid urban,2080,0.78476
ML,resid urban,2080,0.25606
MN,resid urban,2080,0.67919
MP,resid urban,2080,0.44834
MZ,resid urban,2080,0.83354
NL,resid urban,2080,0.57693
OD,resid urban,2080,0.35832
PB,resid urban,2080,0.62973
PC,resid urban,2080,0.90518
RJ,resid urban,2080,0.40748
SK,resid urban,2080,0.18986
TN,resid urban,2080,0.76197
TR,resid urban,2080,0.63878
TS,resid urban,2080,0.60192
UK,resid urban,2080,0.58122
UP,resid urban,2080,0.33954
WB,resid urban,2080,0.59878
AN,resid urban,2085,0.47167
AP,resid urban,2085,0.61122
AR,resid urban,2085,0.40935
AS,resid urban,2085,0.28869
BR,resid urban,2085,0.15134
CG,resid urban,2085,0.41003
CH,resid urban,2085,0.98469
DD,resid urban,2085,0.94481
DL,resid urban,2085,0.9921
DN,resid urban,2085,0.85238
GA,resid urban,2085,0.9354
GJ,resid urban,2085,0.73052
HP,resid urban,2085,0.19316
HR,resid urban,2085,0.61356
JH,resid urban,2085,0.57644
JK,resid urban,2085,0.48253
KA,resid urban,2085,0.67906
KL,resid urban,2085,0.94732
LA,resid urban,2085,0.47167
LD,resid urban,2085,0.86712
MH,resid urban,2085,0.79703
ML,resid urban,2085,0.25778
MN,resid urban,2085,0.69414
MP,resid urban,2085,0.45582
MZ,resid urban,2085,0.84299
NL,resid urban,2085,0.58929
OD,resid urban,2085,0.36552
PB,resid urban,2085,0.63861
PC,resid urban,2085,0.91206
RJ,resid urban,2085,0.41372
SK,resid urban,2085,0.18838
TN,resid urban,2085,0.77226
TR,resid urban,2085,0.65122
TS,resid urban,2085,0.61122
UK,resid urban,2085,0.59115
UP,resid urban,2085,0.34454
WB,resid urban,2085,0.60788
AN,resid urban,2090,0.4741
AP,resid urban,2090,0.62067
AR,resid urban,2090,0.41483
AS,resid urban,2090,0.29435
BR,resid urban,2090,0.15288
CG,resid urban,2090,0.41722
CH,resid urban,2090,0.98579
DD,resid urban,2090,0.95215
DL,resid urban,2090,0.9924
DN,resid urban,2090,0.86247
GA,resid urban,2090,0.94057
GJ,resid urban,2090,0.74184
HP,resid urban,2090,0.19606
HR,resid urban,2090,0.62257
JH,resid urban,2090,0.58997
JK,resid urban,2090,0.4912
KA,resid urban,2090,0.68987
KL,resid urban,2090,0.9558
LA,resid urban,2090,0.4741
LD,resid urban,2090,0.86974
MH,resid urban,2090,0.80949
ML,resid urban,2090,0.25951
MN,resid urban,2090,0.70942
MP,resid urban,2090,0.46342
MZ,resid urban,2090,0.85255
NL,resid urban,2090,0.60192
OD,resid urban,2090,0.37286
PB,resid urban,2090,0.64761
PC,resid urban,2090,0.91899
RJ,resid urban,2090,0.42005
SK,resid urban,2090,0.18691
TN,resid urban,2090,0.7827
TR,resid urban,2090,0.6639
TS,resid urban,2090,0.62067
UK,resid urban,2090,0.60126
UP,resid urban,2090,0.34962
WB,resid urban,2090,0.61711
AN,resid urban,2095,0.47654
AP,resid urban,2095,0.63026
AR,resid urban,2095,0.42038
AS,resid urban,2095,0.30012
BR,resid urban,2095,0.15443
CG,resid urban,2095,0.42455
CH,resid urban,2095,0.98689
DD,resid urban,2095,0.95955
DL,resid urban,2095,0.9927
DN,resid urban,2095,0.87267
GA,resid urban,2095,0.94577
GJ,resid urban,2095,0.75333
HP,resid urban,2095,0.19901
HR,resid urban,2095,0.63172
JH,resid urban,2095,0.60382
JK,resid urban,2095,0.50002
KA,resid urban,2095,0.70085
KL,resid urban,2095,0.96436
LA,resid urban,2095,0.47654
LD,resid urban,2095,0.87236
MH,resid urban,2095,0.82215
ML,resid urban,2095,0.26125
MN,resid urban,2095,0.72504
MP,resid urban,2095,0.47114
MZ,resid urban,2095,0.86222
NL,resid urban,2095,0.61482
OD,resid urban,2095,0.38036
PB,resid urban,2095,0.65674
PC,resid urban,2095,0.92597
RJ,resid urban,2095,0.42647
SK,resid urban,2095,0.18545
TN,resid urban,2095,0.79328
TR,resid urban,2095,0.67682
TS,resid urban,2095,0.63026
UK,resid urban,2095,0.61154
UP,resid urban,2095,0.35477
WB,resid urban,2095,0.62648
AN,resid urban,2100,0.479
AP,resid urban,2100,0.64
AR,resid urban,2100,0.426
AS,resid urban,2100,0.306
BR,resid urban,2100,0.156
CG,resid urban,2100,0.432
CH,resid urban,2100,0.988
DD,resid urban,2100,0.967
DL,resid urban,2100,0.993
DN,resid urban,2100,0.883
GA,resid urban,2100,0.951
GJ,resid urban,2100,0.765
HP,resid urban,2100,0.202
HR,resid urban,2100,0.641
JH,resid urban,2100,0.618
JK,resid urban,2100,0.509
KA,resid urban,2100,0.712
KL,resid urban,2100,0.973
LA,resid urban,2100,0.479
LD,resid urban,2100,0.875
MH,resid urban,2100,0.835
ML,resid urban,2100,0.263
MN,resid urban,2100,0.741
MP,resid urban,2100,0.479
MZ,resid urban,2100,0.872
NL,resid urban,2100,0.628
OD,resid urban,2100,0.388
PB,resid urban,2100,0.666
PC,resid urban,2100,0.933
RJ,resid urban,2100,0.433
SK,resid urban,2100,0.184
TN,resid urban,2100,0.804
TR,resid urban,2100,0.69
TS,resid urban,2100,0.64
UK,resid urban,2100,0.622
UP,resid urban,2100,0.36
WB,resid urban,2100,0.636
